"rep","fit_ok","flip_ok","fmg_ok","fit_error","flip_error","fmg_error","draw_seconds","fit_seconds","flip_seconds","fmg_seconds","total_seconds","flip_setup_seconds","flip_score_seconds","standardization_setup_seconds","flip_standardization_seconds","standardization_available","empirical_eigen_min","empirical_eigen_mean","empirical_eigen_cv","empirical_eigen_ratio","empirical_identity_distance","rls_statistic","flip_rls_abs_difference","p_flip_effective","p_flip_standardized","p_flip_standardized_chisq","p_gof_std_ml","p_gof_sb_ml","p_gof_mv_ml","p_gof_ss_ml","p_gof_peba4_ml","p_gof_all_ml","p_gof_std_rls","p_gof_sb_rls","p_gof_mv_rls","p_gof_ss_rls","p_gof_peba4_rls","p_gof_all_rls","p","n","distribution","truth","df","n_over_df","rho","cell_id"
5,TRUE,TRUE,TRUE,"","","",0,0.00099999999999989,0.00200000000000022,0.00199999999999978,0.00499999999999989,0,0.00200000000000022,0,0,TRUE,0.775600406496165,1.0604767216006,0.306415281619323,2.01533953220148,0.29686612855089,20.8360381243131,8.88178419700125e-13,0.01,0.015,0.00979755987740247,0.00114506152245504,0.00173455914993118,0.00226589136128249,0.00212323795643024,0.00191023907593637,0.00267099323977173,0.000869915930784697,0.00133755278569989,0.00177351439383396,0.00165293575194672,0.00148525766771167,0.00213367568146118,5,400,"normal","power",5,80,0.25,11
6,TRUE,TRUE,TRUE,"","","",0,0.00199999999999978,0.00200000000000022,0.00099999999999989,0.00600000000000023,0,0.00099999999999989,0,0,TRUE,0.52892789419359,0.986816684973165,0.400450599564854,2.72998119953691,0.353697760573997,44.0193387236058,4.9311665861751e-12,0.005,0.005,8.55004233892634e-07,4.78865335315595e-08,2.32437204948412e-08,1.12575350565999e-07,6.43598503669715e-08,7.82540655730857e-08,5.26735387691594e-07,2.29538085751736e-08,1.08269928823028e-08,5.67564076828486e-08,3.136598545915e-08,3.9717881628045e-08,2.96454793253604e-07,5,400,"normal","power",5,80,0.25,11
7,TRUE,TRUE,TRUE,"","","",0,0.00099999999999989,0.00100000000000033,0.00199999999999978,0.004,0,0.00100000000000033,0,0,TRUE,0.611064936956812,0.941625503392291,0.308229962479794,2.15048115682701,0.26607834313271,33.3018256658416,3.97903932025656e-13,0.005,0.005,3.88213467272509e-06,5.04020342424685e-06,1.51482728411665e-06,3.167046361304e-06,2.47250742943899e-06,2.38213462385569e-06,7.53375745937927e-06,3.27814671644282e-06,9.4851571393382e-07,2.04491897564729e-06,1.57602955429968e-06,1.53470793952191e-06,5.1632911160806e-06,5,400,"normal","power",5,80,0.25,11
8,TRUE,TRUE,TRUE,"","","",0,0,0.00200000000000022,0.00099999999999989,0.004,0.00100000000000033,0.00099999999999989,0,0,TRUE,0.65400523693786,1.07021722046165,0.317021892578557,2.40082243343088,0.311481035041083,22.4559360986939,3.37507799486048e-13,0.01,0.01,0.00586375612966375,0.000683765807947008,0.00114734276501876,0.00156888224722824,0.00144978502373077,0.00128340864233848,0.00189301601436607,0.000428758099922265,0.000740882375143961,0.00104102289217978,0.000952417853787001,0.000840875869674963,0.0013007685152099,5,400,"normal","power",5,80,0.25,11
9,TRUE,TRUE,TRUE,"","","",0,0.00100000000000033,0.00199999999999978,0.004,0.00700000000000012,0.00099999999999989,0.00099999999999989,0,0,TRUE,0.821455630723305,1.03659228990883,0.155935703129087,1.49539494374481,0.149135640712306,16.6121506462658,4.33786340181541e-12,0.005,0.005,0.00781491404099051,0.00577929573912404,0.00697887604989715,0.0073677604762511,0.00728523577893216,0.00711632477872868,0.007535662258212,0.0052972463686938,0.0064147096989954,0.00678125979630214,0.00670225323079703,0.00654578475551444,0.00694566012187916,5,400,"normal","power",5,80,0.25,11
10,TRUE,TRUE,TRUE,"","","",0,0,0.00200000000000022,0.00199999999999978,0.00499999999999989,0.00099999999999989,0.00100000000000033,0,0,TRUE,0.806916268300517,1.06241873448662,0.215387122477865,1.65862317531902,0.213979238854088,11.3870490132543,3.37507799486048e-14,0.08,0.075,0.0494713551411946,0.0481060191904505,0.0605888778235379,0.0631347588036261,0.0629798147995517,0.0611635710510907,0.0628768343308126,0.0442236155239215,0.0560111568067915,0.0584909479489341,0.0583158081606346,0.0565867357045066,0.0583020097733211,5,400,"normal","power",5,80,0.25,11
11,TRUE,TRUE,TRUE,"","","",0,0,0.00200000000000022,0.00199999999999978,0.00499999999999989,0,0.00200000000000022,0,0,TRUE,0.560862830542407,1.063625543324,0.411934826452698,2.96561759313389,0.397019677708745,36.2882300948376,1.4210854715202e-13,0.005,0.005,2.23920954266092e-05,5.70967763423717e-07,1.20140024061054e-06,4.20233261578048e-06,2.77932787332013e-06,2.48682481031973e-06,1.23629606078155e-05,8.3169620618512e-07,1.71937973824547e-06,5.78368611300302e-06,3.88722169407933e-06,3.44582208361912e-06,1.61473601998467e-05,5,400,"normal","power",5,80,0.25,11
12,TRUE,TRUE,TRUE,"","","",0,0.00099999999999989,0.00199999999999978,0.00100000000000033,0.00600000000000023,0,0.00099999999999989,0,0,TRUE,0.584399350217205,1.04026722691682,0.428069559813131,2.94377712161284,0.400324767381577,41.5335419106275,8.38440428196918e-13,0.005,0.005,2.56501398706589e-05,1.05006833378361e-07,1.50844885443538e-07,6.644113800302e-07,3.99307031709791e-07,3.61785022870685e-07,3.31653051246375e-06,7.31980461624204e-08,1.05930951274374e-07,4.85125109907668e-07,2.8681203100581e-07,2.62617563253387e-07,2.58307234930615e-06,5,400,"normal","power",5,80,0.25,11
13,TRUE,TRUE,TRUE,"","","",0,0,0.00200000000000022,0.00099999999999989,0.004,0.00100000000000033,0.00099999999999989,0,0,TRUE,0.716186692680852,1.05791855381981,0.324164128375706,2.13324269212487,0.312154480946012,33.8915928024662,9.52127265918534e-13,0.005,0.005,0.000293084595754057,5.81872140296144e-06,1.03316539591684e-05,1.89618137846369e-05,1.5614862544048e-05,1.49451083872728e-05,3.55022270469554e-05,2.50229689777018e-06,4.60652296143698e-06,8.90660692104067e-06,7.17916791311084e-06,6.99809705946215e-06,1.82646956965756e-05,5,400,"normal","power",5,80,0.25,11
14,TRUE,TRUE,TRUE,"","","",0,0.00100000000000033,0.00099999999999989,0.00199999999999978,0.004,0,0.00099999999999989,0,0,TRUE,0.767098645283983,1.00650084584936,0.247258928776557,1.83887919554673,0.222687713092255,15.8409891247883,1.13686837721616e-13,0.015,0.01,0.0131175364798005,0.00640365070784515,0.00634246300671372,0.00725611167037787,0.00705648888243507,0.00657727399671269,0.00770105896037735,0.00731302941747134,0.00724475868597934,0.0082461169085824,0.00803299555014199,0.0074975330539548,0.00870000339244691,5,400,"normal","power",5,80,0.25,11
15,TRUE,TRUE,TRUE,"","","",0,0.00099999999999989,0.00099999999999989,0.00200000000000022,0.00500000000000034,0,0.00099999999999989,0,0,TRUE,0.723763596335787,1.03559049858398,0.282096355926207,1.98575178808154,0.263707376766603,13.8017984990948,6.57252030578093e-14,0.04,0.035,0.0192880880336228,0.0198332020307475,0.0230528324866632,0.0258481202379685,0.0254310995111392,0.023776681480735,0.0262684912751539,0.0169186641500502,0.0197701799301785,0.0223348529661178,0.0219253886984163,0.0204540668957277,0.0228127119847374,5,400,"normal","power",5,80,0.25,11
16,TRUE,TRUE,TRUE,"","","",0,0.00100000000000033,0.00099999999999989,0.00199999999999978,0.00699999999999967,0,0.00099999999999989,0,0,TRUE,0.662485095940109,0.991824681305388,0.320412403696384,2.10419033283997,0.284360181837967,31.2457131020302,3.33955085807247e-13,0.005,0.005,0.00012370371380271,1.81476156765074e-05,1.30951926636549e-05,2.39033884575053e-05,1.97474568899894e-05,1.92118892544153e-05,4.38917117479976e-05,8.37683835819666e-06,5.92116216805177e-06,1.13848309213373e-05,9.20747000040235e-06,9.14049634547975e-06,2.28299915325593e-05,5,400,"normal","power",5,80,0.25,11
17,TRUE,TRUE,TRUE,"","","",0,0,0.00199999999999978,0.00099999999999989,0.004,0.00099999999999989,0.00099999999999989,0,0,TRUE,0.552292079468621,0.992287100773827,0.411135596450827,2.91854648600105,0.364976091579692,43.679063792923,4.64694949187106e-12,0.005,0.005,3.71967601501096e-05,2.27392700270106e-07,1.30872096828742e-07,4.97056241573246e-07,3.13146105090106e-07,2.98002423408137e-07,2.31759706001508e-06,2.69100344571637e-08,1.44464558459241e-08,6.81736704823277e-08,3.91521629062821e-08,4.01176993546442e-08,4.7148249150667e-07,5,400,"normal","power",5,80,0.25,11
18,TRUE,TRUE,TRUE,"","","",0,0.00099999999999989,0.00099999999999989,0.00200000000000022,0.00500000000000034,0,0.00099999999999989,0,0,TRUE,0.714686919900754,1.02537996529721,0.293260390352991,2.01779026150225,0.270152061327757,20.3472930547488,5.71986902286881e-13,0.01,0.005,0.0041651640855725,0.00112004202576256,0.00127703461359999,0.00167811423748827,0.00156690361191999,0.00140705009585273,0.00198087481517426,0.00107539052558256,0.00122697620126644,0.00161589662505397,0.00150759546688715,0.00135349327209543,0.0019127265406716,5,400,"normal","power",5,80,0.25,11
19,TRUE,TRUE,TRUE,"","","",0,0.00100000000000033,0.00299999999999967,0.00500000000000034,0.012,0,0.00199999999999978,0,0,TRUE,0.703806095428029,0.961595091308595,0.227670673136946,1.80489587319204,0.199544888880866,8.99059313711707,2.37321273743873e-12,0.11,0.19,0.158686152119032,0.114031465747693,0.0985522176957807,0.101559130345757,0.101618769240587,0.0989898986994131,0.100703867187961,0.109439954830506,0.09435842690288,0.0973552271879013,0.097387480974075,0.0948060156175401,0.0965589867191191,5,400,"normal","power",5,80,0.25,11
20,TRUE,TRUE,TRUE,"","","",0.00099999999999989,0.00100000000000033,0.00299999999999967,0.00200000000000022,0.00800000000000001,0,0.00199999999999978,0.00099999999999989,0,TRUE,0.654922176339577,1.02135673475468,0.395308479239007,2.40844687085101,0.361756812837707,25.6905360969095,1.02673425317334e-12,0.005,0.01,0.00320298976383264,0.000189805198520941,0.000207855920265558,0.000389226889217308,0.000326851013950426,0.000284261437360962,0.000590482780956536,0.000102451260597206,0.000112847254665393,0.000223931736664236,0.000183913649366704,0.000161258248248929,0.000364244730346886,5,400,"normal","power",5,80,0.25,11
21,TRUE,TRUE,TRUE,"","","",0,0.00100000000000033,0.00299999999999967,0.00300000000000011,0.00800000000000001,0,0.00199999999999978,0.00099999999999989,0,TRUE,0.736123820206515,0.913426857335511,0.142445199598747,1.48656329787959,0.145046474157638,6.54251703494977,1.33226762955019e-13,0.215,0.16,0.164450977763732,0.249480397460752,0.200180274298299,0.201176379340632,0.201492297061835,0.200221953283874,0.20037030255173,0.256946213871732,0.207005119125584,0.207962306303167,0.208297209429548,0.207034542896601,0.207138350144918,5,400,"normal","power",5,80,0.25,11
22,TRUE,TRUE,TRUE,"","","",0,0.00099999999999989,0.00300000000000011,0.00199999999999978,0.00800000000000001,0,0.00199999999999978,0,0,TRUE,0.687594556221132,0.969895245193816,0.236735103246308,1.82974407970455,0.207562654172403,12.1131879322596,3.10862446895044e-13,0.045,0.05,0.039396422165917,0.0328039752915345,0.0273790008804239,0.0295225982427335,0.0292275986704784,0.0278862553227232,0.0297814567144148,0.033269331940653,0.0277853924181988,0.0299456501603132,0.0296507656613609,0.0282949835266517,0.0301989456965504,5,400,"normal","power",5,80,0.25,11
23,TRUE,TRUE,TRUE,"","","",0,0.00099999999999989,0.00200000000000022,0.00200000000000022,0.00700000000000012,0,0.00200000000000022,0,0,TRUE,0.856446352352821,1.03646227469962,0.186373120470774,1.50007663944529,0.176580908922467,5.59349382042371,1.24344978758018e-13,0.385,0.415,0.420444592963882,0.366301355224149,0.386395165975564,0.38567669536712,0.386780663521331,0.38589913664966,0.384329634468297,0.347802818874418,0.367768093579674,0.367313424769274,0.368385718198018,0.367320033975584,0.365902030538466,5,400,"normal","power",5,80,0.25,11
24,TRUE,TRUE,TRUE,"","","",0,0.00100000000000033,0.00099999999999989,0.00199999999999978,0.00599999999999978,0,0.00099999999999989,0,0,TRUE,0.718054814319105,1.0270745191667,0.253831887432991,1.89175996275225,0.234747524143601,17.4137690518957,9.2370555648813e-14,0.01,0.01,0.00249028769488528,0.00292753231583109,0.00336084113308702,0.00401809411302485,0.00385805105133313,0.00357064683244912,0.00437587538279065,0.00377838255407061,0.00431456486106226,0.00510222252470772,0.00491761910014363,0.00455902415627494,0.00549372471418383,5,400,"normal","power",5,80,0.25,11
25,TRUE,TRUE,TRUE,"","","",0,0,0.00199999999999978,0.00099999999999989,0.004,0.00099999999999989,0.00099999999999989,0,0,TRUE,0.694150022796454,1.05147093350178,0.353385989418427,2.40214968470906,0.336308933388082,12.1077300651922,3.81916720471054e-13,0.03,0.045,0.0581947845199793,0.035553810764816,0.0435623867059223,0.0494099293734291,0.0488739025848286,0.0446108667400333,0.0490465619899466,0.0333410783189064,0.0409911067891227,0.0466937018165526,0.0461351116668315,0.0420298627938758,0.0464439891736518,5,400,"normal","power",5,80,0.25,11
26,TRUE,TRUE,TRUE,"","","",0,0.00099999999999989,0.00300000000000011,0.00199999999999978,0.00599999999999978,0,0.00099999999999989,0.00099999999999989,0,TRUE,0.68586335404199,1.04683554429982,0.335149400118086,2.31229797999866,0.317282321953209,20.6239053566345,1.80122583515185e-12,0.01,0.015,0.00610051530241148,0.00139520181454378,0.00188200467217197,0.00259553766918768,0.00240357209051553,0.00211484345818858,0.00311699324360062,0.000953858939310227,0.00130647852335731,0.00184855157780779,0.0016961849736011,0.00148903170067829,0.00229417674264652,5,400,"normal","power",5,80,0.25,11
27,TRUE,TRUE,TRUE,"","","",0,0.00100000000000033,0.00099999999999989,0.00199999999999978,0.004,0,0.00099999999999989,0,0,TRUE,0.802645400539841,1.03564247302582,0.197335686144111,1.60333744462432,0.186235892622487,16.3517448855149,7.72004682403349e-12,0.005,0.01,0.00864315375873726,0.00617001655135502,0.00739610772483686,0.00805643281038677,0.00791725830579385,0.00758317068853313,0.00833046827175855,0.00590838702506602,0.0070921001323755,0.00773355657013238,0.00759723288716438,0.00727489454456308,0.008005175116721,5,400,"normal","power",5,80,0.25,11
28,TRUE,TRUE,TRUE,"","","",0,0.00099999999999989,0.00099999999999989,0.00099999999999989,0.004,0,0.00099999999999989,0,0,TRUE,0.718436480558951,1.01322845681368,0.336532975933606,2.16942092568521,0.305272816539285,31.3811450910871,4.58300064565265e-13,0.005,0.005,3.36428268625257e-05,7.68661754268787e-06,7.41984515561929e-06,1.52917501913676e-05,1.21215147586633e-05,1.08933044821262e-05,3.69264382876303e-05,7.87617177226512e-06,7.60332003978233e-06,1.56415129736715e-05,1.24079531183391e-05,1.11463904344228e-05,3.76294474544823e-05,5,400,"normal","power",5,80,0.25,11
29,TRUE,TRUE,TRUE,"","","",0,0.00099999999999989,0.00099999999999989,0.00199999999999978,0.00499999999999989,0,0.00099999999999989,0,0,TRUE,0.748124458972888,0.951057032708197,0.177235927155598,1.59482356000869,0.158511169078227,8.88020689344671,2.64677169070637e-13,0.115,0.11,0.100369672876475,0.128180072543755,0.107575134635843,0.109484037121437,0.109553929784632,0.107865260202152,0.108839596865234,0.113938763102058,0.0947990644457077,0.0966962997104062,0.0967131220297575,0.0951122812166213,0.0961670290912275,5,400,"normal","power",5,80,0.25,11
30,TRUE,TRUE,TRUE,"","","",0,0.00099999999999989,0.00200000000000022,0.00199999999999978,0.00499999999999989,0.00099999999999989,0.00100000000000033,0,0,TRUE,0.625432079310683,1.0737268510488,0.324214436598672,2.30593643675535,0.319975656371998,38.0388379926871,1.23634436022257e-12,0.005,0.005,5.19996096197261e-05,7.88272802662943e-07,1.87895296859396e-06,3.93702944394717e-06,3.07553823247037e-06,3.05438054357844e-06,8.06139289089548e-06,3.70605795933128e-07,9.21467341311565e-07,2.02527859504845e-06,1.5507695688908e-06,1.56954861443188e-06,4.46345595666153e-06,5,400,"normal","power",5,80,0.25,11
31,TRUE,TRUE,TRUE,"","","",0,0,0.00200000000000022,0.00099999999999989,0.004,0.00100000000000033,0.00099999999999989,0,0,TRUE,0.701549946570675,1.0456556471128,0.342875990156889,2.04149288524034,0.323912905544287,30.8811992943689,6.43041175862891e-13,0.005,0.005,0.000348626314313192,2.35069882133363e-05,3.44835272118372e-05,6.39553812525349e-05,5.29507029389078e-05,4.94872251600283e-05,0.000107608845944794,9.88698942077743e-06,1.49133293177914e-05,2.94444429645304e-05,2.37729238861896e-05,2.2641879158835e-05,5.4136859000301e-05,5,400,"normal","power",5,80,0.25,11
32,TRUE,TRUE,TRUE,"","","",0,0.00100000000000033,0.00099999999999989,0.00199999999999978,0.004,0,0.00099999999999989,0,0,TRUE,0.677649079662937,0.933476055930686,0.24875212628,1.76894363748577,0.218083585689971,19.669473506457,2.41584530158434e-13,0.005,0.005,0.00337958522235644,0.00154443414825477,0.000768184839382058,0.000950614194051658,0.000898470697302294,0.000850858867617927,0.00110932738443115,0.00144134349409222,0.000712233079171461,0.000884003226595924,0.000834581934986806,0.000790604696889361,0.00103605217984276,5,400,"normal","power",5,80,0.25,11
33,TRUE,TRUE,TRUE,"","","",0,0.00099999999999989,0.00099999999999989,0.00200000000000022,0.00600000000000023,0,0.00099999999999989,0,0,TRUE,0.690761817401261,0.99798309698625,0.244085150909631,1.90804757897703,0.217885408043719,16.9621376285733,6.17106366007647e-12,0.005,0.025,0.0194172139036358,0.00675060371000206,0.00628762506529647,0.0071310840835731,0.00694672843325346,0.00656423414671439,0.0074947642422986,0.00457216657849977,0.00423804694088964,0.00487558292542281,0.00472646389718105,0.00445739146901359,0.0051992956593776,5,400,"normal","power",5,80,0.25,11
34,TRUE,TRUE,TRUE,"","","",0,0.00099999999999989,0.00200000000000022,0.00199999999999978,0.00499999999999989,0,0.00200000000000022,0,0,TRUE,0.684528523538869,1.01968399362024,0.230390594287002,1.85703296446779,0.211043810883948,8.71495866068151,1.87405646556726e-12,0.145,0.13,0.125764522171251,0.125744243998272,0.131767734941476,0.134912205292872,0.135219529712469,0.132216263282836,0.133734481233125,0.120988029422152,0.126879659890475,0.130047130201237,0.130318136298461,0.127348376711232,0.128926270562825,5,400,"normal","power",5,80,0.25,11
35,TRUE,TRUE,TRUE,"","","",0,0.00099999999999989,0.00099999999999989,0.00200000000000022,0.00500000000000034,0,0.00099999999999989,0,0,TRUE,0.637256711860549,0.987088979074815,0.237768231547403,1.94886702269241,0.210317298343047,5.35444293776113,7.36299909931404e-13,0.415,0.415,0.37387391889852,0.389725709022278,0.380170326725035,0.379128149110482,0.380926783966377,0.379372001013933,0.377080033431153,0.374170775460248,0.364655445128593,0.363970563893319,0.365723913752392,0.363928979204757,0.36186660132717,5,400,"normal","power",5,80,0.25,11
36,TRUE,TRUE,TRUE,"","","",0,0.00099999999999989,0.00200000000000022,0.00300000000000011,0.00800000000000001,0,0.00200000000000022,0,0,TRUE,0.619329857045537,1.01727330569127,0.363083880754692,2.41799280942348,0.330812906046643,29.4232764769259,8.5265128291212e-14,0.005,0.005,0.000661160058001334,4.5682754663487e-05,4.71473624060803e-05,9.06011435353007e-05,7.4437263760686e-05,6.82608437715218e-05,0.000151863092521712,1.91495808178084e-05,1.98119421348993e-05,4.0870056171766e-05,3.26425822922298e-05,3.04890734133174e-05,7.54149778244518e-05,5,400,"normal","power",5,80,0.25,11
37,TRUE,TRUE,TRUE,"","","",0,0.00099999999999989,0.00200000000000022,0.00099999999999989,0.004,0,0.00099999999999989,0,0,TRUE,0.678486657449843,0.953635850562077,0.255634363369046,1.80282037150979,0.222920168803518,14.9965863425369,1.28963506540458e-12,0.015,0.045,0.0230085470666987,0.014444164378578,0.0103698642480768,0.0117125597141899,0.0114489086293624,0.0107738037919014,0.0121540099056099,0.010376933905901,0.00728465687535722,0.00834523816167167,0.00811957767479627,0.00762020986629184,0.00876710518368178,5,400,"normal","power",5,80,0.25,11
